"ID_Site";"Code_Parcelle";"Programme";"Annee";"Protocole";"Code_Methode";"AB_tot";"BM_tot";"AB_EPI";"AB_EPA";"AB_ANS";"AB_END";"AB_GF_X";"BM_EPI";"BM_EPA";"BM_ANS";"BM_END";"BM_GF_X";"Div_Fonc";"AB_AD";"AB_JV";"AB_SA";"BM_AD";"BM_JV";"BM_SA";"AB_AD_EPI";"AB_AD_EPA";"AB_AD_ANS";"AB_AD_END";"Richesse";"Shannon";"Equitabilite";"AB_AAA";"AB_AB";"AB_ACCT";"AB_ACCX";"AB_ACU";"AB_AI";"AB_AM";"AB_ARR";"AB_AX";"AB_DM";"AB_DRR";"AB_DV";"AB_DX";"AB_EFX";"AB_LC";"AB_LRC";"AB_LT";"AB_LX_A";"AB_LX_E";"AB_MP";"AB_NCCT";"AB_NCM";"AB_NG";"AB_NLL";"AB_NN";"AB_NX_A";"AB_NX_N";"AB_OC";"AB_OX";"AB_X_E";"BM_AAA";"BM_AB";"BM_ACCT";"BM_ACCX";"BM_ACU";"BM_AI";"BM_AM";"BM_ARR";"BM_AX";"BM_DM";"BM_DRR";"BM_DV";"BM_DX";"BM_EFX";"BM_LC";"BM_LRC";"BM_LT";"BM_LX_A";"BM_LX_E";"BM_MP";"BM_NCCT";"BM_NCM";"BM_NG";"BM_NLL";"BM_NN";"BM_NX_A";"BM_NX_N";"BM_OC";"BM_OX";"BM_X_E";"Date_Prelevement";"Code_Postal";"Ville";"Departement";"Anc_Region";"Region";"Long";"Lat";"Categorie_Milieu_Niv1";"SousCategorie_Milieu_Niv2";"OS";"Ferti_";"w_sol_";"SableF";"SableG";"LimonF";"LimonG";"Argile";"Sables";"Limons";"Texture_GEPPA";"MO";"C_tot";"C_org";"C_org_ou_tot";"C.N";"N_tot";"N_org_ou_tot";"CaCO3_tot";"pH_eau";"pH_eau_ou_kcl";"Commentaire_META";"AB_ACPX";"AB_NCCR";"AB_X_N";"BM_ACPX";"BM_NCCR";"BM_X_N"
"TIDM_RURAL_GC_292";"TIDM_RURAL_GC_292";"Pro’Dij";"2021";"TB";"TB";87,5;8,1625;0;0;0;87,5;0;0;0;0;8,1625;0;2;25;56,25;6,25;4,24791666666667;3,4;0,514583333333333;0;0;0;25;0,75;0;NA;0;0;0;87,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,1625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"04/11/2021";"21120";"Til-Châtel";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,19567311469472;47,5330206381896;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";52;319;274;141;214;371;415;"argile";66,2;87,1213817596435;38,2813817596435;38,2813817596435;12,1;3,1660121679306;3,1660121679306;407;8,06;8,06;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_293";"TIDM_RURAL_GC_293";"Pro’Dij";"2021";"TB";"TB";281,25;86,0125;0;0;112,5;168,75;0;0;0;64,2875;21,725;0;6;62,5;193,75;25;16,1845833333333;64,3821875;5,44572916666667;0;0;12,5;50;2,5;1,19;0,75;0;0;43,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;112,5;0;0;0;0;0;0;0;0;4,81770833333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,9072916666667;0;0;64,2875;0;0;0;0;0;0;"04/11/2021";"21120";"Til-Châtel";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,20791700020134;47,5262746662801;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";21;17;408;262;292;38;670;"limon argileux";25,6;15,1496064662933;14,7896064662933;14,7896064662933;11,2;1,32356584072113;1,32356584072113;3;7,06;7,06;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_294";"TIDM_RURAL_GC_294";"Pro’Dij";"2021";"TB";"TB";400;70,54375;0;0;6,25;393,75;0;0;0;15,86875;54,675;0;2;212,5;143,75;43,75;45,8801682692308;19,1082932692308;5,55528846153846;0;0;6,25;206,25;1,25;0;NA;0;0;393,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,25;0;0;0;0;0;0;0;0;54,675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,86875;0;0;0;0;0;0;"04/11/2021";"21110";"Aiserey";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,15414200056469;47,1762248368332;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";56;14;329;262;339;70;591;"limon argileux";23,7;13,9187502861022;13,6787502861022;13,6787502861022;10,2;1,34702369570732;1,34702369570732;2;7,57;7,57;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_295";"TIDM_RURAL_GC_295";"Pro’Dij";"2021";"TB";"TB";400;80,66875;0;6,25;37,5;356,25;0;0;2,98125;27,18125;50,50625;0;9;181,25;168,75;50;47,1280266608391;24,0967657342657;9,4439576048951;0;0;25;156,25;2,25;0,95;0,6;0;0;0;356,25;0;0;0;0;0;0;0;0;0;0;0;0;0;6,25;0;0;0;0;0;37,5;0;0;0;0;0;0;0;0;0;50,50625;0;0;0;0;0;0;0;0;0;0;0;0;0;2,98125;0;0;0;0;0;27,18125;0;0;0;0;0;0;"04/11/2021";"21110";"Aiserey";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,14915250025093;47,1850974978985;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";48;15;357;261;319;63;618;"limon argileux";20,2;11,6746664047241;11,7;11,7;9,36;1,24939940869808;1,24939940869808;NA;6,92;6,92;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_296";"TIDM_RURAL_GC_296";"Pro’Dij";"2021";"TB";"TB";93,75;15,58125;0;0;43,75;50;0;0;0;11,74375;3,8375;0;6;6,25;81,25;6,25;0,196875;15,221875;0,1625;0;0;0;6,25;2;0,99;0,99;0;0;0;0;0;0;12,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43,75;0;0;0;0;0;0;0;0;0;0;0,359375;0;3,478125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,74375;0;0;0;0;"04/11/2021";"21410";"Gergueil";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,82191533342729;47,2341425012271;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";119;73;238;251;319;192;489;"argile";37,7;38,1186389923095;21,7986389923095;21,7986389923095;10,3;2,11494162678718;2,11494162678718;136;8,14;8,14;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_297";"TIDM_RURAL_GC_297";"Pro’Dij";"2021";"TB";"TB";487,5;95,45625;0;0;50;437,5;0;0;0;39,725;55,73125;0;6;175;243,75;68,75;28,0173165954416;49,3599670584045;18,0789663461538;0;0;6,25;168,75;3,75;1,34;0,67;0;0;306,25;0;0;0;75;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;43,75;0;0;0;0;39,442641559829;0;0;0;6,77518251424502;2,44722222222223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,725;0;0;0;7,06620370370372;0;0;"04/11/2021";"21220";"Chambœuf";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,91390700066875;47,2389970006024;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";173;17;169;329;312;190;498;"argile";31,3;20,1193785667419;18,0793785667419;18,0793785667419;9,79;1,84677705168724;1,84677705168724;17;8,03;8,03;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_298";"TIDM_RURAL_GC_298";"Pro’Dij";"2021";"TB";"TB";425;122,03125;0;0;137,5;287,5;0;0;0;83,01875;39,0125;0;6;243,75;137,5;43,75;69,3697532894738;44,5013742690059;8,16012244152046;0;0;68,75;175;2;0,72;0,72;0;0;287,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137,5;0;0;0;0;0;0;0;0;39,0125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83,01875;0;0;0;0;0;0;"04/11/2021";"21310";"Tanay";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,26010066638579;47,404531502626;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";73;102;288;134;403;175;422;"argile";32,9;58,1511735916137;19,0311735916137;19,0311735916137;9,38;2,02993437647819;2,02993437647819;326;8,24;8,24;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_301";"TIDM_RURAL_GC_301";"Pro’Dij";"2021";"TB";"TB";56,25;7,5125;0;0;6,25;50;0;0;0;2,15;5,3625;0;2;18,75;31,25;6,25;3,1;3,459375;0,953125;0;0;6,25;12,5;2;1;1;0;0;0;12,5;0;0;6,25;0;0;0;0;0;0;0;0;0;0;0;0;0;31,25;0;0;0;0;6,25;0;0;0;0;0;0;0;1,5375;0;0;0,190625;0;0;0;0;0;0;0;0;0;0;0;0;0;3,634375;0;0;0;0;2,15;0;0;0;0;"04/11/2021";"21220";"Urcy";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,8423298335621;47,2610360002866;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";172;73;205;273;277;245;478;"limon argileux";27,4;19,9007320404052;15,85;15,85;9,4;1,68573632836341;1,68573632836341;197;8,23;8,23;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_302";"TIDM_RURAL_GC_302";"Pro’Dij";"2021";"TB";"TB";75;16,41875;0;0;12,5;62,5;0;0;0;7,88125;8,5375;0;6;31,25;25;18,75;4,31770833333333;9,134375;2,96666666666667;0;0;0;31,25;1,5;0,72;0,72;0;0;62,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,5;0;0;0;0;0;0;8,5375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,88125;0;0;0;0;"05/11/2021";"21850";"Saint-Apollinaire";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,10472716655189;47,3298484979428;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";156;39;255;169;381;195;424;"argile";37,8;27,7184057235717;21,8384057235717;21,8384057235717;12,5;1,7436796426773;1,7436796426773;49;8,19;8,19;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_303";"TIDM_RURAL_GC_303";"Pro’Dij";"2021";"TB";"TB";68,75;7,65;0;0;18,75;50;0;0;0;2,74375;4,90625;0;2;25;31,25;12,5;2,82083333333333;3,41875;1,41041666666667;0;0;0;25;1,5;0;NA;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,75;0;0;0;0;0;0;0;4,90625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,74375;0;0;0;0;"05/11/2021";"21490";"Varois-et-Chaignot";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,10769392498449;47,3612953289085;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";110;20;235;154;481;130;389;"argile";34,3;30,7578992843627;19,8378992843627;19,8378992843627;8,37;2,36948415637016;2,36948415637016;91;8,26;8,26;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_304";"TIDM_RURAL_GC_304";"Pro’Dij";"2021";"TB";"TB";362,5;84,26875;0;0;62,5;300;0;0;0;54,35;29,91875;0;6;112,5;237,5;12,5;33,6227678571428;49,508630952381;1,13735119047619;0;0;18,75;93,75;2,25;0,63;0,63;0;0;0;293,75;0;0;6,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62,5;0;0;0;0;0;0;0;0;0;29,325;0;0;0,59375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54,35;0;0;0;0;0;0;"05/11/2021";"21360";"Antheuil";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,74187533403766;47,1962405035327;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";22;40;428;154;356;62;582;"sable";63,3;41,3626813888549;36,5626813888549;36,5626813888549;10,4;3,50309342145919;3,50309342145919;40;7,96;7,96;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_305";"TIDM_RURAL_GC_305";"Pro’Dij";"2021";"TB";"TB";175;21,91875;0;0;112,5;62,5;0;0;0;18,45625;3,4625;0;6;6,25;162,5;6,25;0,695833333333333;18,9619791666667;2,2609375;0;0;0;6,25;1,75;0,85;0,85;0;0;0;62,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106,25;0;6,25;0;0;0;0;0;0;0;3,4625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,175;0;0,28125;0;0;0;0;"05/11/2021";"21360";"La Bussière-sur-Ouche";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,69556316692478;47,2622309981389;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";187;36;297;170;310;223;467;"limon argileux";22,3;12,9490447044372;12,9;12,9;12,1;1,06378853321075;1,06378853321075;NA;7,25;7,25;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_306";"TIDM_RURAL_GC_306";"Pro’Dij";"2021";"TB";"TB";643,75;126,85;0;0;362,5;281,25;0;0;0;99,225;27,625;0;6;100;481,25;62,5;11,272324812336;107,65411438266;7,92356080500381;0;0;6,25;93,75;3,25;0,99;0,62;0;0;156,25;0;0;0;25;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362,5;0;0;0;0;0;0;15,4555361917494;0;0;0;2,66844919786096;9,5010146103896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99,225;0;0;0;0;"05/11/2021";"21490";"Varois-et-Chaignot";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,13353033263745;47,3673816628509;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";100;40;319;192;349;140;511;"limon argileux";47,5;66,9093227386474;27,4293227386474;27,4293227386474;8,77;3,12915533781051;3,12915533781051;329;8,22;8,22;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_307";"TIDM_RURAL_GC_307";"Pro’Dij";"2021";"TB";"TB";531,25;62,75;0;0;131,25;400;0;0;0;26,21875;36,53125;0;6;125;331,25;75;11,6895972593583;40,3473629679144;10,7130397727273;0;0;0;125;2,25;0,91;0,57;0;0;393,75;0;0;0;6,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131,25;0;0;0;0;0;0;35,8715909090909;0;0;0;0,659659090909092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,21875;0;0;0;0;"05/11/2021";"21490";"Varois-et-Chaignot";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,12653650048121;47,3617786672875;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";75;53;291;117;464;128;408;"limon argileux";39,6;40,6699228286743;22,9099228286743;22,9099228286743;9,64;2,37619817256927;2,37619817256927;148;8,17;8,17;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_308";"TIDM_RURAL_GC_308";"Pro’Dij";"2021";"TB";"TB";368,75;104,3625;0;0;93,75;275;0;0;0;58,79375;45,56875;0;6;231,25;118,75;18,75;46,3366308661146;52,4395919599724;5,58627717391304;0;0;12,5;218,75;2,75;1,29;0,64;0;0;0;237,5;0;0;0;6,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93,75;0;0;0;0;0;0;0;0;0;38,9677234299517;0;0;0;1,21032608695652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58,79375;0;0;0;0;0;0;"05/11/2021";"21110";"Genlis";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,22284800003131;47,2239769983278;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";101;249;257;113;280;350;370;"argile";38,1;89,5895004272461;22,029500427246;22,029500427246;8,64;2,5500276684761;2,5500276684761;563;8,28;8,28;"Limons, argiles, sables, C, N et MO en g/kg";31,25;0;0;5,3907004830918;0;0
"TIDM_RURAL_GC_309";"TIDM_RURAL_GC_309";"Pro’Dij";"2021";"TB";"TB";362,5;51,375;0;0;31,25;331,25;0;0;0;12,9125;38,4625;0;2;193,75;156,25;12,5;29,2550808823529;20,7270808823529;1,39283823529412;0;0;12,5;181,25;1,5;0;NA;0;0;0;331,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,25;0;0;0;0;0;0;0;0;0;38,4625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,9125;0;0;0;0;0;0;"05/11/2021";"21110";"Genlis";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,21085299959762;47,2577419981232;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";NA;37;63;337;216;347;100;553;"sable limoneux";28;23,0099821090698;16,1699821090698;16,1699821090698;9,05;1,78649604320526;1,78649604320526;57;8,17;8,17;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_310";"TIDM_RURAL_GC_310";"Pro’Dij";"2021";"TB";"TB";87,5;24,51875;0;0;37,5;50;0;0;0;18,80625;5,7125;0;6;31,25;50;6,25;9,95;13,94375;0,625;0;0;12,5;18,75;1,75;1,45;0,91;0;0;31,25;0;0;0;6,25;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,5;0;0;0;0;0;0;0;0;3,659375;0;0;0;0,803125;1,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,80625;0;0;0;0;0;0;"05/11/2021";"21560";"Arc-sur-Tille";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,2198851661466;47,3503080010875;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";NA;63;28;302;200;407;91;502;"argile";32,6;19,442194700241;18,842194700241;18,842194700241;9,86;1,91033616662025;1,91033616662025;5;7,98;7,98;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_311";"TIDM_RURAL_GC_311";"Pro’Dij";"2021";"TB";"TB";250;48,13125;0;0;87,5;162,5;0;0;0;30,3125;17,81875;0;6;50;175;25;10,0409902597403;33,9737824675325;4,11647727272728;0;0;6,25;43,75;1,75;1;1;0;0;162,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87,5;0;0;0;0;0;0;17,81875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30,3125;0;0;0;0;"05/11/2021";"21560";"Arc-sur-Tille";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,19488316661368;47,3510838294728;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";67;85;298;207;343;152;505;"argile";31,4;32,5423598289489;18,1423598289489;18,1423598289489;9,6;1,88907980918884;1,88907980918884;120;8,22;8,22;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_312";"TIDM_RURAL_GC_312";"Pro’Dij";"2021";"TB";"TB";156,25;55,03125;0;0;62,5;93,75;0;0;0;41,26875;13,7625;0;6;56,25;87,5;12,5;19,1604166666667;32,26875;3,60208333333332;0;0;12,5;43,75;2,25;0,92;0,92;0;0;81,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62,5;0;0;0;0;0;0;0;0;12,64375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,26875;0;0;0;0;0;0;"08/11/2021";"21440";"Bligny-le-Sec";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,73986783317791;47,4231415675912;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";72;54;447;134;293;126;581;"argile";67,4;42,3327827453613;38,9727827453613;38,9727827453613;10,2;3,80247324705123;3,80247324705123;28;7,86;7,86;"Limons, argiles, sables, C, N et MO en g/kg";12,5;0;0;1,11875;0;0
"TIDM_RURAL_GC_313";"TIDM_RURAL_GC_313";"Pro’Dij";"2021";"TB";"TB";12,5;1,9375;0;0;12,5;0;0;0;0;1,9375;0;0;0;0;12,5;0;0;1,9375;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9375;0;0;0;0;"08/11/2021";"21440";"Trouhaut";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,77911031718973;47,3902970575971;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";30;49;453;133;335;79;586;"argile";48,2;29,7800016403198;27,8600016403198;27,8600016403198;10,1;2,76935309171676;2,76935309171676;16;7,95;7,95;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_314";"TIDM_RURAL_GC_314";"Pro’Dij";"2021";"TB";"TB";418,75;141,08125;0;0;262,5;156,25;0;0;0;125,79375;15,2875;0;6;62,5;281,25;75;9,39129464285714;101,395513392857;30,2944419642857;0;0;6,25;56,25;2,75;1,4;0,88;0;0;100;0;0;0;0;56,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262,5;0;0;0;0;0;0;0;0;9,44553571428571;0;0;0;0;5,84196428571429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125,79375;0;0;0;0;0;0;"08/11/2021";"21120";"Chaignay";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,06822733353405;47,4858943364065;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";103;200;272;119;306;303;391;"limon sableux";39,8;71,5915727615356;22,9915727615356;22,9915727615356;9,99;2,30249926447868;2,30249926447868;405;8,28;8,28;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_315";"TIDM_RURAL_GC_315";"Pro’Dij";"2021";"TB";"TB";768,75;84,45625;0;0;162,5;606,25;0;0;0;36,50625;47,95;0;6;218,75;487,5;62,5;18,1292676366662;56,4702006596134;9,85678170372051;0;0;6,25;212,5;3,25;1,01;0,64;0;0;500;0;0;0;93,75;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162,5;0;0;0;0;0;0;0;0;39,4545135738052;0;0;0;7,45897326830007;1,03651315789474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,50625;0;0;0;0;0;0;"08/11/2021";"21380";"Épagny";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,07029533364532;47,4574351643193;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";16;8;372;177;427;24;549;"argile";31,1;18,2394528388977;17,9994528388977;17,9994528388977;10,4;1,73521444201469;1,73521444201469;2;6,91;6,91;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_316";"TIDM_RURAL_GC_316";"Pro’Dij";"2021";"TB";"TB";393,75;58,1125;0;0;118,75;275;0;0;0;30,59375;27,51875;0;6;143,75;231,25;18,75;16,8342086834734;35,4113270308124;5,86696428571428;0;0;6,25;137,5;3;1,8;0,9;0;0;187,5;0;0;0;18,75;68,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118,75;0;0;0;0;0;0;0;0;19,7394432773109;0;0;0;1,72074579831933;6,05856092436974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30,59375;0;0;0;0;0;0;"08/11/2021";"21380";"Savigny-le-Sec";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,04170049942234;47,4226338325451;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";30;4;347;237;382;34;584;NA;33,9;19,6424686908721;19,6;19,6;10,7;1,82477548718452;1,82477548718452;NA;7,15;7,15;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_317";"TIDM_RURAL_GC_317";"Pro’Dij";"2021";"TB";"TB";37,5;0,64375;0;0;0;37,5;0;0;0;0;0,64375;0;2;18,75;6,25;12,5;0,347916666666667;0,05;0,245833333333333;0;0;0;18,75;1;0;NA;0;0;0;0;0;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,64375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"08/11/2021";"21380";"Épagny";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,08149383387395;47,4526394997663;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";32;51;293;111;513;83;404;NA;40,8;26,8106937408447;23,5706937408447;23,5706937408447;10,2;2,30457291007041;2,30457291007041;27;8;8;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_318";"TIDM_RURAL_GC_318";"Pro’Dij";"2021";"TB";"TB";275;85,83125;0;0;50;225;0;0;0;47,6375;38,19375;0;6;206,25;68,75;0;69,5303084415584;16,3009415584416;0;0;0;31,25;175;1,75;0,97;0,97;0;0;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;38,19375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47,6375;0;0;0;0;0;0;"08/11/2021";"21310";"Arceau";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,21355983289805;47,3774494994023;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";41;33;407;216;303;74;623;"argile";30,2;19,8295640945434;17,4295640945434;17,4295640945434;10,4;1,6702926158905;1,6702926158905;20;8,1;8,1;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_RURAL_GC_319";"TIDM_RURAL_GC_319";"Pro’Dij";"2021";"TB";"TB";375;107,41875;0;0;37,5;337,5;0;0;0;56,875;50,54375;0;6;281,25;56,25;37,5;88,284158496732;13,5123692810457;5,62222222222223;0;0;31,25;250;1,75;0,59;0,59;0;0;337,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,5;0;0;0;0;0;0;0;0;50,54375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56,875;0;0;0;0;0;0;"08/11/2021";"21310";"Arceau";"21";"Bourgogne";"Bourgogne-Franche-Comté";5,19803600046536;47,3894241681751;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";42;72;364;204;318;114;568;"limon argileux";27,8;25,285575389862;16,045575389862;16,045575389862;9,7;1,65502250194549;1,65502250194549;77;8,24;8,24;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
